id,activityType,automationId,automationName,automationPriority,botLabel,callbackInfo,canManage,command,createdBy,createdOn,currentBotName,currentLine,deploymentId,description,deviceHostType,deviceId,deviceName,endDateTime,error_code,error_details,error_message,fileId,fileName,filePath,initiationType,message,modifiedBy,modifiedOn,progress,queueId,queueName,rolesWithAccess,runElevated,startDateTime,status,systemBot,tenantUuid,totalLines,type,userGroupName,userId,userName,usingRdp,workspaceType
1028a1c3-eaa4-4f36-8c72-e8009dc0e1e4,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.51.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:52.002511Z,PVSyst_TriggerBot_03,100,f2c77217-f86c-4917-bd41-64684ffef8c8,,,100007253,DT-1001-7B3NM24,2026-09-03T15:42:14.6867526Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T15:42:15.002433Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:43:31.9879113Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
d1d75fdc-8ea7-4992-9ccf-798e3bccdaaf,BOT,35060,AGEL053_UP_Final_Schedule_Notification,PRIORITY_MEDIUM,,,True,createFolder,1133,2026-09-03T15:30:02.338056Z,AGEL053_UP_Final_Schedule_Notification,150,94b7f2b9-1562-4d8b-9754-35cc75015f3d,,,852,gcp10wbtrpap05,2026-09-03T15:34:22.5114241Z,,,,516676,AGEL053_UP_Final_Schedule_Notification,,SCHEDULED,,1133,2026-09-03T15:34:22.639828Z,100,,,"['100005124', '386', '354', '389', '357', '359', '392', '393', '100011533', '382']",False,2026-09-03T15:31:12.4270194Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,150,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
a27e065b-73e4-4690-8b55-0aac57256169,BOT,35442,ANIL012_PXIL_RTM_Data_Extraction,PRIORITY_MEDIUM,,,True,SendMailV2,1135,2026-09-03T15:30:01.116822Z,ANIL012_PXIL_RTM_Data_Extraction,47,851e0547-ae74-4c5b-ab0c-7cdbbef2e4d2,,,852,gcp10wbtrpap05,2026-09-03T15:30:58.7273604Z,,,,606875,ANIL012_PXIL_RTM_Data_Extraction,,SCHEDULED,,1135,2026-09-03T15:30:58.859471Z,100,,,"['100005124', '386', '354', '356', '389', '357', '359', '100011533', '382']",False,2026-09-03T15:30:12.4602628Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,47,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
ea4afc1f-1031-4dec-bdf6-f5c94d4bca57,BOT,0,AUC202_AGEL_Main_Source&Utilization.26.09.03.20.35.39.devuser_agel002,PRIORITY_MEDIUM,,,True,delay,1133,2026-09-03T15:06:28.750908Z,AUC202_AGEL_Main_Source&Utilization,136,a3632169-bc71-459c-8bf0-b3e318ec1a03,,,830,gcp10wbtrpap02,2026-09-03T15:18:26.0008481Z,,,,415396,AUC202_AGEL_Main_Source&Utilization,,RUN_NOW,,1133,2026-09-03T15:18:26.137972Z,100,,,"['385', '100005124', '386', '354', '387', '389', '357', '359', '100011533', '382']",False,2026-09-03T15:06:39.8121595Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,136,RUN_NOW,,1110,bruser_agel001,False,PUBLIC
521f9960-a3be-48c4-aac1-758481ed727c,BOT,34751,AUC173_AGEL_LCOptimization_Live_Limit,PRIORITY_MEDIUM,,,True,SendMailV2,1135,2026-09-03T15:15:01.135399Z,AUC173_AGEL_LCOptimization_Live_Limit,46,8999e935-c4da-47c2-8833-1b34e07273b3,,,857,gcp10wbtrpap03,2026-09-03T15:16:17.3907444Z,,,,431184,AUC173_AGEL_LCOptimization_Live_Limit,,SCHEDULED,,1135,2026-09-03T15:16:17.563046Z,100,,,"['100005124', '354', '386', '389', '357', '359', '100011533', '382']",False,2026-09-03T15:15:14.1500543Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,46,SCHEDULED,,1112,bruser_agel003,False,PUBLIC
48060c89-b7ba-41ff-9585-1411a5e82c74,BOT,34704,AGEL013_Merit_Order_Summary_ALLIndia_Digital,PRIORITY_MEDIUM,,,True,SendMailV2,1135,2026-09-03T15:00:01.455863Z,AGEL013_Merit_Order_Summary_ALLIndia_Digital,74,af31ab23-b192-46d7-849c-e329b1143b2c,,,857,gcp10wbtrpap03,2026-09-03T15:01:09.2427711Z,,,,429475,AGEL013_Merit_Order_Summary_ALLIndia_Digital,,SCHEDULED,,1135,2026-09-03T15:01:09.37067Z,100,,,"['100005124', '386', '354', '357', '389', '359', '100011533', '382']",False,2026-09-03T15:00:13.1017152Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,74,SCHEDULED,,1112,bruser_agel003,False,PUBLIC
8427eea2-2e0e-4e79-8fb0-a57fca09fc3a,BOT,35477,AUC174_AGEL_Send_Mail.25.11.02.07.13.03.devuser_agel005,PRIORITY_MEDIUM,,,True,delay,1136,2026-09-03T14:30:03.30338Z,AUC174_AGEL_Send_Mail,57,aae09599-1738-4935-adc0-8630f32e106d,,,830,gcp10wbtrpap02,2026-09-03T14:44:12.6561562Z,,,,429711,AUC174_AGEL_Send_Mail,,SCHEDULED,,1136,2026-09-03T14:44:12.803313Z,100,,,"['100005124', '354', '386', '357', '389', '359', '100011533', '382']",False,2026-09-03T14:30:13.9344182Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,57,SCHEDULED,,1110,bruser_agel001,False,PUBLIC
2e5c9db0-6475-4020-8d8e-fcbdf9255240,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.51.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:51.714238Z,PVSyst_TriggerBot_03,100,9689f461-f056-467f-842c-14b619892156,,,100007253,DT-1001-7B3NM24,2026-09-03T14:43:27.9943778Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:43:28.157133Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:43:26.0087808Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
307e7921-f91b-4ab1-8a4e-e2b086f75ce8,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.50.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:51.455305Z,PVSyst_TriggerBot_03,100,2ee280c8-1c2c-41e4-b873-4ac61d1c84d7,,,100007253,DT-1001-7B3NM24,2026-09-03T14:43:20.7298962Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:43:20.900832Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:43:18.2729123Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
b675e8cd-e7a0-466e-8ff2-841877b9c628,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.50.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:51.165854Z,PVSyst_TriggerBot_03,100,a3a793d1-7c5e-4a88-bd2a-56b141915cb7,,,100007253,DT-1001-7B3NM24,2026-09-03T14:43:14.2053261Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:43:14.379543Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:43:12.061942Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
756a105d-f76c-426d-b11b-cca62fd51f9d,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.50.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:50.845978Z,PVSyst_TriggerBot_03,100,af5b2446-4154-4ef1-8829-6565cd01c1dd,,,100007253,DT-1001-7B3NM24,2026-09-03T14:43:07.2170177Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:43:07.392131Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:43:04.8799579Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
6d7165ee-7313-4a89-8ed8-f8b5d7ec809b,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.50.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:50.558921Z,PVSyst_TriggerBot_03,100,7fedf691-06f0-4525-b691-5d7ab2c6778f,,,100007253,DT-1001-7B3NM24,2026-09-03T14:43:00.4266716Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:43:00.603763Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:58.1968985Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
b2b9ec3e-91fb-49ae-80a7-400bac94d024,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.49.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:50.349008Z,PVSyst_TriggerBot_03,100,4ab9824d-6dfb-4d7f-991f-1dd614243d1f,,,100007253,DT-1001-7B3NM24,2026-09-03T14:42:54.3596236Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:42:54.525603Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:52.246039Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
37875310-7f49-4f34-86c5-ac3f3564ff04,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.49.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:49.987322Z,PVSyst_TriggerBot_03,100,f9388ae7-bb8b-429c-beb6-4141e85adaa9,,,100007253,DT-1001-7B3NM24,2026-09-03T14:42:48.0525785Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:42:48.224455Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:45.8924848Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
abc22969-e947-42b8-8ee1-8407934cec06,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.49.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:49.742572Z,PVSyst_TriggerBot_03,100,f6678682-2b29-4a92-8e3f-11b744157c42,,,100007253,DT-1001-7B3NM24,2026-09-03T14:42:41.9640119Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:42:42.175791Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:39.9395088Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
7b909157-3cfb-4a97-89df-7985faa46f93,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.48.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:49.453033Z,PVSyst_TriggerBot_03,100,d4549bd7-09ba-47e2-af67-a428c8fee324,,,100007253,DT-1001-7B3NM24,2026-09-03T14:42:36.1143553Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:42:36.278056Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:33.9278187Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
0905df12-2d4e-4cda-9d1d-a51cb1107733,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.48.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:49.246561Z,PVSyst_TriggerBot_03,100,cc2e6481-497e-4fb3-843d-05b419f3e0f2,,,100007253,DT-1001-7B3NM24,2026-09-03T14:42:29.879059Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:42:30.047051Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:27.9449601Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
fbce86e5-ee14-4747-b4ff-099b0f616880,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.48.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:48.941046Z,PVSyst_TriggerBot_03,100,06ee68b8-99ab-4acd-b5b0-7f9166e1e7e0,,,100007253,DT-1001-7B3NM24,2026-09-03T14:42:23.8001215Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:42:23.993571Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:21.8142717Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
13bbb083-4bec-4d53-a537-20484b189ce4,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.48.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:48.688493Z,PVSyst_TriggerBot_03,100,9ad5f128-a63b-45ef-a0d1-696ec682787d,,,100007253,DT-1001-7B3NM24,2026-09-03T14:42:17.837817Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:42:18.129115Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:15.886425Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
269539ae-0979-46bb-a2f4-cd82f89e7d56,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.47.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:48.3844Z,PVSyst_TriggerBot_03,100,bda7fd6b-695a-46a9-a581-30fd50247ca0,,,100007253,DT-1001-7B3NM24,2026-09-03T14:42:11.9424558Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:42:12.107514Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:09.9537454Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
2eec8a4b-94ef-4b5f-a5c5-a842b5a250e7,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.47.bruser_agel006,PRIORITY_MEDIUM,,,True,,1115,2026-09-03T13:54:48.007411Z,PVSyst_TriggerBot_03,0,274af6e8-93c1-4c0b-ad88-810afcaed6da,,,100007253,DT-1001-7B3NM24,2026-09-03T14:42:05.4180594Z,,,Bot Launcher for user session Botrunner03 crashed.Last recorded command  at line number 0.,427701,PVSyst_TriggerBot_03,,TRIGGER,Bot Launcher for user session Botrunner03 crashed.Last recorded command  at line number 0.,1115,2026-09-03T14:42:05.543026Z,0,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:42:05.4180594Z,RUN_FAILED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,0,TRIGGER,,1115,bruser_agel006,False,PUBLIC
4b0cf283-fd96-43f8-b674-fe1069601110,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.47.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:47.753965Z,PVSyst_TriggerBot_03,100,af748c5c-f407-4f53-a92b-8fa08289413a,,,100007253,DT-1001-7B3NM24,2026-09-03T14:41:43.0324913Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:41:43.193067Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:41:40.5598083Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
50039bd6-2e53-4495-bd7c-3c3e7229f35d,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.46.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:47.470042Z,PVSyst_TriggerBot_03,100,6452c789-1896-4e48-b831-cfd76979bb33,,,100007253,DT-1001-7B3NM24,2026-09-03T14:41:35.0382519Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:41:35.193748Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:41:31.9680248Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
f9d17709-1c0f-408a-a7e9-0a5384534dfc,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.46.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:47.144438Z,PVSyst_TriggerBot_03,100,ee02a3f3-4d35-4984-8e94-0e6e675bea26,,,100007253,DT-1001-7B3NM24,2026-09-03T14:41:27.7912155Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:41:27.965788Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:41:26.0178598Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
0f02d5a0-fe77-4865-92df-3f43781b2bd6,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.46.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:46.9157Z,PVSyst_TriggerBot_03,100,64ce91c6-b36e-4461-992b-8fa7d924a11c,,,100007253,DT-1001-7B3NM24,2026-09-03T14:41:21.6376284Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:41:21.820507Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:41:19.8710479Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
f9c5727d-7844-4381-8de8-ebed45216606,BOT,0,PVSyst_TriggerBot_03.2026.09.03.13.54.46.bruser_agel006,PRIORITY_MEDIUM,,,True,assign,1115,2026-09-03T13:54:46.581335Z,PVSyst_TriggerBot_03,100,e3a12003-b072-4787-bb36-7ba9f842927c,,,100007253,DT-1001-7B3NM24,2026-09-03T14:41:16.1962158Z,,,,427701,PVSyst_TriggerBot_03,,TRIGGER,,1115,2026-09-03T14:41:16.370874Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-09-03T14:41:14.1511751Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1115,bruser_agel006,False,PUBLIC
