id,activityType,automationId,automationName,automationPriority,botLabel,callbackInfo,canManage,command,createdBy,createdOn,currentBotName,currentLine,deploymentId,description,deviceHostType,deviceId,deviceName,endDateTime,error_code,error_details,error_message,fileId,fileName,filePath,initiationType,message,modifiedBy,modifiedOn,progress,queueId,queueName,rolesWithAccess,runElevated,startDateTime,status,systemBot,tenantUuid,totalLines,type,userGroupName,userId,userName,usingRdp,workspaceType
7af594d1-86da-4ff5-a5e1-c94242393594_dde53140154a57fe,BOT,35451,AGEL075_Hybrid_AVC_Punch_MainTask.25.10.15.05.22.05.devuser_agel005,PRIORITY_MEDIUM,,,True,runApp,1136,2026-08-03T15:39:00.811418Z,AGEL075_Hybrid_AVC_Punch_MainTask,89,919d3741-9e5f-4800-a514-03f86e93c60b,,,1059,gcp10wbtrpap04,2026-08-03T15:44:28.9694335Z,,,,535089,AGEL075_Hybrid_AVC_Punch_MainTask,,SCHEDULED,,1136,2026-08-03T15:44:29.141114Z,100,,,"['100005124', '386', '354', '357', '389', '359', '392', '393', '100011533', '382']",False,2026-08-03T15:39:13.7874766Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1113,bruser_agel004,False,PUBLIC
66f62157-5d7c-4ac8-9504-b8f2cf01cbdd_5ec8b5ccfd897c9c,BOT,35442,ANIL012_PXIL_RTM_Data_Extraction,PRIORITY_MEDIUM,,,True,SendMailV2,1135,2026-08-03T15:30:02.884509Z,ANIL012_PXIL_RTM_Data_Extraction,47,9cbb1b11-f507-46fc-b628-3f7e3603465a,,,852,gcp10wbtrpap05,2026-08-03T15:34:07.2895216Z,,,,606875,ANIL012_PXIL_RTM_Data_Extraction,,SCHEDULED,,1135,2026-08-03T15:34:07.475567Z,100,,,"['100005124', '354', '386', '356', '389', '357', '359', '100011533', '382']",False,2026-08-03T15:33:11.0370984Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,47,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
b9f40264-4566-4434-884c-fc51486034f4_58dc49da59c62d2e,BOT,35060,AGEL053_UP_Final_Schedule_Notification,PRIORITY_MEDIUM,,,True,createFolder,1133,2026-08-03T15:30:02.315505Z,AGEL053_UP_Final_Schedule_Notification,150,7e2f5f15-ff0f-427a-9ebf-2686c0fc0eeb,,,852,gcp10wbtrpap05,2026-08-03T15:32:55.385752Z,,,,516676,AGEL053_UP_Final_Schedule_Notification,,SCHEDULED,,1133,2026-08-03T15:32:55.567262Z,100,,,"['100005124', '386', '354', '389', '357', '359', '392', '393', '100011533', '382']",False,2026-08-03T15:30:13.6861193Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,150,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
07644e72-1b24-4d4c-9cf8-aaa78236c29a_ebd52f2fa5459d28,BOT,35451,AGEL075_Hybrid_AVC_Punch_MainTask.25.10.15.05.22.05.devuser_agel005,PRIORITY_MEDIUM,,,True,runApp,1136,2026-08-03T15:24:00.998852Z,AGEL075_Hybrid_AVC_Punch_MainTask,89,f1df8337-a974-439a-bdab-51a10099af13,,,1059,gcp10wbtrpap04,2026-08-03T15:29:28.8820485Z,,,,535089,AGEL075_Hybrid_AVC_Punch_MainTask,,SCHEDULED,,1136,2026-08-03T15:29:29.031896Z,100,,,"['100005124', '386', '354', '357', '389', '359', '392', '393', '100011533', '382']",False,2026-08-03T15:24:14.0443216Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1113,bruser_agel004,False,PUBLIC
287aed2f-0d72-4dfc-a00b-6cc76634fb54_f1cad4ef9e9b55e5,BOT,0,AGEL013_Merit_Order_Summary_ALLIndia_Digital.26.08.03.20.54.44.devuser_agel002,PRIORITY_MEDIUM,,,True,SendMailV2,1133,2026-08-03T15:24:55.492397Z,AGEL013_Merit_Order_Summary_ALLIndia_Digital,74,227ad8ef-9869-4c58-81e6-082b0b2a6f4b,,,857,gcp10wbtrpap03,2026-08-03T15:25:58.6454174Z,,,,429475,AGEL013_Merit_Order_Summary_ALLIndia_Digital,,RUN_NOW,,1133,2026-08-03T15:25:58.931867Z,100,,,"['100005124', '386', '354', '357', '389', '359', '100011533', '382']",False,2026-08-03T15:25:02.534598Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,74,RUN_NOW,,1112,bruser_agel003,False,PUBLIC
c6173b11-0bab-4234-84ca-11016a7abea3_2aeade9769e19256,BOT,0,AGEL013_Merit_Order_Summary_ALLIndia_Digital.26.08.03.20.44.24.devuser_agel002,PRIORITY_MEDIUM,,,True,waitForWindow,1133,2026-08-03T15:14:37.203222Z,AGEL013_Merit_Order_Summary_ALLIndia_Digital,37,62e3b00a-3ac7-4e26-a4c8-a623c90d0bd7,,,857,gcp10wbtrpap03,2026-08-03T15:23:56.1430246Z,ba.bot.execution.force.stop,,Forcefully closed the bot execution due to user stopping it.,429475,AGEL013_Merit_Order_Summary_ALLIndia_Digital,,RUN_NOW,Forcefully closed the bot execution due to user stopping it.,1133,2026-08-03T15:23:56.195519Z,41,,,"['100005124', '386', '354', '357', '389', '359', '100011533', '382']",False,2026-08-03T15:14:47.0817863Z,RUN_ABORTED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,74,RUN_NOW,,1112,bruser_agel003,False,PUBLIC
25993c98-bcf2-4a44-bf52-b5634f7c660d_92c4decb92b0300c,BOT,0,AGEL050_Daily_Schedule_Notification_to_Plants.26.08.03.20.41.29.devuser_agel002,PRIORITY_MEDIUM,,,True,deleteFiles,1133,2026-08-03T15:11:41.833462Z,AGEL050_Daily_Schedule_Notification_to_Plants,124,2e9aaed1-cac9-4cce-9710-341f56403013,,,852,gcp10wbtrpap05,2026-08-03T15:21:30.2626173Z,,,,484310,AGEL050_Daily_Schedule_Notification_to_Plants,,RUN_NOW,,1133,2026-08-03T15:21:30.439465Z,100,,,"['100005124', '354', '386', '357', '389', '359', '393', '100011533', '382']",False,2026-08-03T15:11:49.820435Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,124,RUN_NOW,,1114,bruser_agel005,False,PUBLIC
97ff85ab-cd94-4344-a077-6bd5aee360ce_b6a8fd044fea2706,BOT,35451,AGEL075_Hybrid_AVC_Punch_MainTask.25.10.15.05.22.05.devuser_agel005,PRIORITY_MEDIUM,,,True,runApp,1136,2026-08-03T15:09:00.954095Z,AGEL075_Hybrid_AVC_Punch_MainTask,89,e4a75c5f-029c-4a38-86d7-a6d2c205765d,,,1059,gcp10wbtrpap04,2026-08-03T15:14:28.1520684Z,,,,535089,AGEL075_Hybrid_AVC_Punch_MainTask,,SCHEDULED,,1136,2026-08-03T15:14:28.328572Z,100,,,"['100005124', '386', '354', '357', '389', '359', '392', '393', '100011533', '382']",False,2026-08-03T15:09:13.9247235Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1113,bruser_agel004,False,PUBLIC
479c327f-14fc-4e06-a2fc-1eb10c5eae5e_b46d4e0caaa20eb1,BOT,34704,AGEL013_Merit_Order_Summary_ALLIndia_Digital,PRIORITY_MEDIUM,,,True,SendMailV2,1135,2026-08-03T15:00:02.143584Z,AGEL013_Merit_Order_Summary_ALLIndia_Digital,74,eeb4fe6b-7a99-4df1-809b-90dd66fff119,,,857,gcp10wbtrpap03,2026-08-03T15:00:50.8625857Z,,,,429475,AGEL013_Merit_Order_Summary_ALLIndia_Digital,,SCHEDULED,,1135,2026-08-03T15:00:51.05607Z,100,,,"['100005124', '386', '354', '357', '389', '359', '100011533', '382']",False,2026-08-03T15:00:17.1335773Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,74,SCHEDULED,,1112,bruser_agel003,False,PUBLIC
15a58a3f-c60c-479f-83c8-8335b28db616_f178238ee7881e83,BOT,35451,AGEL075_Hybrid_AVC_Punch_MainTask.25.10.15.05.22.05.devuser_agel005,PRIORITY_MEDIUM,,,True,runApp,1136,2026-08-03T14:54:00.735214Z,AGEL075_Hybrid_AVC_Punch_MainTask,89,ca36afea-b909-48fa-9daf-cfcae7a10cc5,,,1059,gcp10wbtrpap04,2026-08-03T14:59:28.4816993Z,,,,535089,AGEL075_Hybrid_AVC_Punch_MainTask,,SCHEDULED,,1136,2026-08-03T14:59:28.631156Z,100,,,"['100005124', '386', '354', '357', '389', '359', '392', '393', '100011533', '382']",False,2026-08-03T14:54:13.1459393Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1113,bruser_agel004,False,PUBLIC
5de8b394-04ff-4d53-a527-f1b9d4019ac2_6fb22167814cbf9a,BOT,100012806,ANIL029_ZVMS_Report,PRIORITY_MEDIUM,,,True,messageBox,1135,2026-08-03T14:45:02.489999Z,ANIL029_ZVMS_Report,103,9ec05ede-9689-4ffb-9d70-af6318709d45,,,852,gcp10wbtrpap05,2026-08-03T14:48:36.410743Z,,,,101830732,ANIL029_ZVMS_Report,,SCHEDULED,,1135,2026-08-03T14:48:36.560302Z,100,,,"['100005124', '354', '386', '356', '357', '389', '359', '100011533', '382']",False,2026-08-03T14:46:35.2774981Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,103,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
ebfcfed3-6549-4e71-8b16-860daf6f3cc0_62785e3014544c9a,BOT,100012348,ANIL028_zsa003N_G_Dump,PRIORITY_MEDIUM,,,True,messageBox,1135,2026-08-03T14:45:01.966579Z,ANIL028_zsa003N_G_Dump,60,b4b593b3-f6f5-4aad-ac8a-bf59242d2e3f,,,852,gcp10wbtrpap05,2026-08-03T14:46:18.5255705Z,,,,101763950,ANIL028_zsa003N_G_Dump,,SCHEDULED,,1135,2026-08-03T14:46:18.670707Z,100,,,"['100005124', '354', '386', '356', '357', '389', '359', '100011533', '382']",False,2026-08-03T14:45:16.7433699Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,60,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
ef63ad7a-cf85-4e40-af4b-9f4ecf6ffa47_1c2e94fdd81b0049,BOT,35451,AGEL075_Hybrid_AVC_Punch_MainTask.25.10.15.05.22.05.devuser_agel005,PRIORITY_MEDIUM,,,True,runApp,1136,2026-08-03T14:39:00.788673Z,AGEL075_Hybrid_AVC_Punch_MainTask,89,8856d511-48df-4bd1-84f6-b70707c4a3ad,,,1059,gcp10wbtrpap04,2026-08-03T14:44:28.9319051Z,,,,535089,AGEL075_Hybrid_AVC_Punch_MainTask,,SCHEDULED,,1136,2026-08-03T14:44:29.095092Z,100,,,"['100005124', '386', '354', '357', '389', '359', '392', '393', '100011533', '382']",False,2026-08-03T14:39:14.0263255Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1113,bruser_agel004,False,PUBLIC
cefeda3f-786b-49e9-b70f-db4cf15d5ead_47b2bed8c983124e,BOT,34703,AUC172_DowntimeSecurityPatch&VAOpen_MasterBot,PRIORITY_MEDIUM,,,True,loop.commands.start,1135,2026-08-03T14:30:05.598412Z,AUC172_DowntimeSecurityPatch&VAOpen_MasterBot,50,6722937b-d104-4e23-a50c-7092143fe8ce,,,852,gcp10wbtrpap05,2026-08-03T14:34:58.4048446Z,,,,423407,AUC172_DowntimeSecurityPatch&VAOpen_MasterBot,,SCHEDULED,,1135,2026-08-03T14:34:58.817372Z,100,,,"['100005124', '354', '386', '389', '357', '359', '100011533', '382']",False,2026-08-03T14:34:50.8125449Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,50,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
f071f85d-9b0e-4620-b88b-f25396491bdb_f3ef8465edba6651,BOT,35430,ANIL009_NSEIndia_Data_Extraction,PRIORITY_MEDIUM,,,True,SendMailV2,1135,2026-08-03T14:30:04.838364Z,ANIL009_NSEIndia_Data_Extraction,89,fdb0f97e-2348-4c24-8ced-14516ddb812c,,,852,gcp10wbtrpap05,2026-08-03T14:34:25.4561466Z,,,,604470,ANIL009_NSEIndia_Data_Extraction,,SCHEDULED,,1135,2026-08-03T14:34:25.622708Z,100,,,"['100005124', '354', '386', '356', '357', '389', '359', '100011533', '382']",False,2026-08-03T14:33:12.7917441Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
5f8a0500-c5ca-4de6-b0db-50a3a35d0846_2ed1816a6e7c6429,BOT,35429,ANIL008_MCX_Data_Extraction_MainTask,PRIORITY_MEDIUM,,,True,SendMailV2,1135,2026-08-03T14:30:04.690742Z,ANIL008_MCX_Data_Extraction_MainTask,60,b64696d9-3e38-4a15-b7a5-cc2f033ef618,,,852,gcp10wbtrpap05,2026-08-03T14:32:48.1345942Z,ba.bot.execution.error,"This may be due to the following reason:

    Invalid argument supplied to 'list', index '0' is invalid or out of bound.

Location: ANIL008_MCX_Data_Extraction_MainTask (line 60)

","There was a problem at line 60
",604508,ANIL008_MCX_Data_Extraction_MainTask,,SCHEDULED,"There was a problem at line 60
 This may be due to the following reason:

Invalid argument supplied to 'list', index '0' is invalid or out of bound.

Location: ANIL008_MCX_Data_Extraction_MainTask (line 60)

 To continue, edit the bot and fix the error. Then, try again.


If you continue to see this message, please contact your system administrator.",1135,2026-08-03T14:32:48.310301Z,100,,,"['100005124', '386', '354', '356', '389', '357', '359', '100011533', '382']",False,2026-08-03T14:31:24.4163417Z,RUN_FAILED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,60,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
74da17ba-3080-4747-a990-e2c209069982_235e75d9ab713203,BOT,35477,AUC174_AGEL_Send_Mail.25.11.02.07.13.03.devuser_agel005,PRIORITY_MEDIUM,,,True,delay,1136,2026-08-03T14:30:04.677389Z,AUC174_AGEL_Send_Mail,57,aacb70ae-10b3-472c-bb07-17b3c19ed67d,,,830,gcp10wbtrpap02,2026-08-03T14:31:17.3043766Z,,,,429711,AUC174_AGEL_Send_Mail,,SCHEDULED,,1136,2026-08-03T14:31:17.473972Z,100,,,"['100005124', '354', '386', '357', '389', '359', '100011533', '382']",False,2026-08-03T14:30:12.106155Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,57,SCHEDULED,,1110,bruser_agel001,False,PUBLIC
3994c002-fb92-4bcc-b460-3d51f088c25f_e362e269e9a04f44,BOT,35442,ANIL012_PXIL_RTM_Data_Extraction,PRIORITY_MEDIUM,,,True,SendMailV2,1135,2026-08-03T14:30:01.785251Z,ANIL012_PXIL_RTM_Data_Extraction,47,0830a6f4-170f-4938-b604-8fd816d83a91,,,852,gcp10wbtrpap05,2026-08-03T14:31:09.0619462Z,,,,606875,ANIL012_PXIL_RTM_Data_Extraction,,SCHEDULED,,1135,2026-08-03T14:31:09.219004Z,100,,,"['100005124', '354', '386', '356', '389', '357', '359', '100011533', '382']",False,2026-08-03T14:30:19.1732412Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,47,SCHEDULED,,1114,bruser_agel005,False,PUBLIC
402dc5cd-ee0e-4455-995e-aeae06447b66_7055a8763ff05e12,BOT,35451,AGEL075_Hybrid_AVC_Punch_MainTask.25.10.15.05.22.05.devuser_agel005,PRIORITY_MEDIUM,,,True,runApp,1136,2026-08-03T14:24:00.785109Z,AGEL075_Hybrid_AVC_Punch_MainTask,89,f900e6a9-1602-472a-9545-38bea1b311b6,,,1059,gcp10wbtrpap04,2026-08-03T14:29:26.467075Z,,,,535089,AGEL075_Hybrid_AVC_Punch_MainTask,,SCHEDULED,,1136,2026-08-03T14:29:26.630833Z,100,,,"['100005124', '386', '354', '357', '389', '359', '392', '393', '100011533', '382']",False,2026-08-03T14:24:12.0922613Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1113,bruser_agel004,False,PUBLIC
1ee0087b-3732-4742-9296-87f5262ccca7_26848da0169f23ea,BOT,0,PVSyst_TriggerBot.2026.08.03.14.20.31.bruser_agel007,PRIORITY_MEDIUM,,,True,runTask,1116,2026-08-03T14:20:32.518519Z,PVSyst_TriggerBot,100,a9bdc6d6-4391-4039-b458-c00eaab7c6e4,,,100008487,DT-1001-G62J7W3,2026-08-03T14:29:16.1533512Z,,,,427692,PVSyst_TriggerBot,,TRIGGER,,1116,2026-08-03T14:29:15.685303Z,100,,,"['100005124', '354', '386', '389', '357', '359', '392', '100011533', '382']",False,2026-08-03T14:20:39.7143187Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,100,TRIGGER,,1116,bruser_agel007,False,PUBLIC
a4ca1828-46a0-4904-9d53-8f1329f7bfa7_1eea01efdcadc12d,BOT,35451,AGEL075_Hybrid_AVC_Punch_MainTask.25.10.15.05.22.05.devuser_agel005,PRIORITY_MEDIUM,,,True,runApp,1136,2026-08-03T14:09:00.782217Z,AGEL075_Hybrid_AVC_Punch_MainTask,89,831385ed-ab76-4bb4-aeee-b88cc9b21edd,,,1059,gcp10wbtrpap04,2026-08-03T14:14:29.9734386Z,,,,535089,AGEL075_Hybrid_AVC_Punch_MainTask,,SCHEDULED,,1136,2026-08-03T14:14:30.179152Z,100,,,"['100005124', '386', '354', '357', '389', '359', '392', '393', '100011533', '382']",False,2026-08-03T14:09:14.1596095Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1113,bruser_agel004,False,PUBLIC
8865a0f5-1721-45a2-a4b8-5882af71d667_06780fff970ab8fd,BOT,35451,AGEL075_Hybrid_AVC_Punch_MainTask.25.10.15.05.22.05.devuser_agel005,PRIORITY_MEDIUM,,,True,runApp,1136,2026-08-03T13:54:00.982362Z,AGEL075_Hybrid_AVC_Punch_MainTask,89,490a73b9-530f-4818-82c9-b3989abf596e,,,1059,gcp10wbtrpap04,2026-08-03T13:59:29.9831823Z,,,,535089,AGEL075_Hybrid_AVC_Punch_MainTask,,SCHEDULED,,1136,2026-08-03T13:59:30.10429Z,100,,,"['100005124', '386', '354', '357', '389', '359', '392', '393', '100011533', '382']",False,2026-08-03T13:54:15.0956358Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1113,bruser_agel004,False,PUBLIC
99513a8c-1f24-43ba-a517-db44bb3e3170_2013f298ceef5c73,BOT,35451,AGEL075_Hybrid_AVC_Punch_MainTask.25.10.15.05.22.05.devuser_agel005,PRIORITY_MEDIUM,,,True,runApp,1136,2026-08-03T13:39:00.82883Z,AGEL075_Hybrid_AVC_Punch_MainTask,89,d95883b2-143e-4cde-9c2b-2652b7d0dff5,,,1059,gcp10wbtrpap04,2026-08-03T13:44:27.9323787Z,,,,535089,AGEL075_Hybrid_AVC_Punch_MainTask,,SCHEDULED,,1136,2026-08-03T13:44:28.047599Z,100,,,"['100005124', '386', '354', '357', '389', '359', '392', '393', '100011533', '382']",False,2026-08-03T13:39:13.8100141Z,COMPLETED,False,0a6639c7-902a-1167-8193-5327d0ae03b3,89,SCHEDULED,,1113,bruser_agel004,False,PUBLIC
